	time	frame	subF	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	0.836208	836	2	1	1	1	1	0	1776	28	0	73.8339 	0	0
UL	0.838208	838	2	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.838708	838	7	1	1	1	1	0	1776	28	0	73.8339	 	0	0
DL	0.840746	840	7	1	10	1	1	0	17809	28	0	73.8339	 	0	0
UL	0.841308	841	3	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.841808	841	8	1	1	1	1	0	1776	28	0	73.8339	 	0	0
UL	0.842408	842	4	1	1	1	1	0	1776	28	0	73.8339 	0	0
UL	0.844408	844	4	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.844908	844	9	1	1	1	1	0	1776	28	0	73.8339	 	0	0
DL	0.846946	846	9	1	10	1	1	0	17809	28	0	73.8339	 	0	0
UL	0.847508	847	5	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.848008	848	0	1	1	1	1	0	1776	28	0	73.8339	 	0	0
UL	0.848608	848	6	1	1	1	1	0	1776	28	0	73.8339 	0	0
UL	0.850608	850	6	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.851108	851	1	1	1	1	1	0	1776	28	0	73.8339	 	0	0
DL	0.853142	853	1	1	9	1	1	0	16030	28	0	73.8339	 	0	0
UL	0.853708	853	7	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.854208	854	2	1	1	1	1	0	1776	28	0	73.8339	 	0	0
UL	0.854808	854	8	1	1	1	1	0	1776	28	0	73.8339 	0	0
UL	0.856808	856	8	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.857308	857	3	1	1	1	1	0	1776	28	0	73.8339	 	0	0
DL	0.859342	859	3	1	9	1	1	0	16030	28	0	73.8339	 	0	0
UL	0.859908	859	9	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.860408	860	4	1	1	1	1	0	1776	28	0	73.8339	 	0	0
UL	0.861008	861	0	1	1	1	1	0	1776	28	0	73.8339 	0	0
UL	0.863008	863	0	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.863508	863	5	1	1	1	1	0	1776	28	0	73.8339	 	0	0
DL	0.865542	865	5	1	9	1	1	0	16030	28	0	73.8339	 	0	0
UL	0.866108	866	1	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.866608	866	6	1	1	1	1	0	1776	28	0	73.8339	 	0	0
UL	0.867208	867	2	1	1	1	1	0	1776	28	0	73.8339 	0	0
UL	0.869208	869	2	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.869708	869	7	1	1	1	1	0	1776	28	0	73.8339	 	0	0
DL	0.871742	871	7	1	9	1	1	0	16030	28	0	73.8339	 	0	0
UL	0.872308	872	3	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.872808	872	8	1	1	1	1	0	1776	28	0	73.8339	 	0	0
UL	0.873408	873	4	1	1	1	1	0	1776	28	0	73.8339 	0	0
UL	0.875408	875	4	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.875908	875	9	1	1	1	1	0	1776	28	0	73.8339	 	0	0
DL	0.877946	877	9	1	10	1	1	0	17809	28	0	73.8339	 	0	0
UL	0.878508	878	5	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.879008	879	0	1	1	1	1	0	1776	28	0	73.8339	 	0	0
UL	0.879608	879	6	1	1	1	1	0	1776	28	0	73.8339 	0	0
UL	0.881608	881	6	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.882108	882	1	1	1	1	1	0	1776	28	0	73.8339	 	0	0
DL	0.884142	884	1	1	9	1	1	0	16030	28	0	73.8339	 	0	0
UL	0.884708	884	7	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.885208	885	2	1	1	1	1	0	1776	28	0	73.8339	 	0	0
UL	0.885808	885	8	1	1	1	1	0	1776	28	0	73.8339 	0	0
UL	0.887808	887	8	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.888308	888	3	1	1	1	1	0	1776	28	0	73.8339	 	0	0
DL	0.890342	890	3	1	9	1	1	0	16030	28	0	73.8339	 	0	0
UL	0.890908	890	9	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.891408	891	4	1	1	1	1	0	1776	28	0	73.8339	 	0	0
UL	0.892008	892	0	1	1	1	1	0	1776	28	0	73.8339 	0	0
UL	0.894008	894	0	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.894508	894	5	1	1	1	1	0	1776	28	0	73.8339	 	0	0
DL	0.896546	896	5	1	10	1	1	0	17809	28	0	73.8339	 	0	0
UL	0.897108	897	1	1	1	1	1	0	1776	28	0	73.8339 	0	0
DL	0.897608	897	6	1	1	1	1	0	1776	28	0	73.8339	 	0	0
UL	0.898208	898	2	1	1	1	1	0	1776	28	0	73.8339 	0	0
UL	0.900208	900	2	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.900708	900	7	1	1	1	1	0	1776	28	0	68.8489	 	0	0
DL	0.902742	902	7	1	9	1	1	0	16030	28	0	68.8489	 	0	0
UL	0.903308	903	3	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.903808	903	8	1	1	1	1	0	1776	28	0	68.8489	 	0	0
UL	0.904408	904	4	1	1	1	1	0	1776	28	0	68.8489 	0	0
UL	0.906408	906	4	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.906908	906	9	1	1	1	1	0	1776	28	0	68.8489	 	0	0
DL	0.908942	908	9	1	9	1	1	0	16030	28	0	68.8489	 	0	0
UL	0.909508	909	5	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.910008	910	0	1	1	1	1	0	1776	28	0	68.8489	 	0	0
UL	0.910608	910	6	1	1	1	1	0	1776	28	0	68.8489 	0	0
UL	0.912608	912	6	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.913108	913	1	1	1	1	1	0	1776	28	0	68.8489	 	0	0
DL	0.915142	915	1	1	9	1	1	0	16030	28	0	68.8489	 	0	0
UL	0.915708	915	7	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.916208	916	2	1	1	1	1	0	1776	28	0	68.8489	 	0	0
UL	0.916808	916	8	1	1	1	1	0	1776	28	0	68.8489 	0	0
UL	0.918808	918	8	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.919308	919	3	1	1	1	1	0	1776	28	0	68.8489	 	0	0
DL	0.921342	921	3	1	9	1	1	0	16030	28	0	68.8489	 	0	0
UL	0.921908	921	9	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.922408	922	4	1	1	1	1	0	1776	28	0	68.8489	 	0	0
UL	0.923008	923	0	1	1	1	1	0	1776	28	0	68.8489 	0	0
UL	0.925008	925	0	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.925508	925	5	1	1	1	1	0	1776	28	0	68.8489	 	0	0
DL	0.927546	927	5	1	10	1	1	0	17809	28	0	68.8489	 	0	0
UL	0.928108	928	1	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.928608	928	6	1	1	1	1	0	1776	28	0	68.8489	 	0	0
UL	0.929208	929	2	1	1	1	1	0	1776	28	0	68.8489 	0	0
UL	0.931208	931	2	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.931708	931	7	1	1	1	1	0	1776	28	0	68.8489	 	0	0
DL	0.933742	933	7	1	9	1	1	0	16030	28	0	68.8489	 	0	0
UL	0.934308	934	3	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.934808	934	8	1	1	1	1	0	1776	28	0	68.8489	 	0	0
UL	0.935408	935	4	1	1	1	1	0	1776	28	0	68.8489 	0	0
UL	0.937408	937	4	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.937908	937	9	1	1	1	1	0	1776	28	0	68.8489	 	0	0
DL	0.939942	939	9	1	9	1	1	0	16030	28	0	68.8489	 	0	0
UL	0.940508	940	5	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.941008	941	0	1	1	1	1	0	1776	28	0	68.8489	 	0	0
UL	0.941608	941	6	1	1	1	1	0	1776	28	0	68.8489 	0	0
UL	0.943608	943	6	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.944108	944	1	1	1	1	1	0	1776	28	0	68.8489	 	0	0
DL	0.946142	946	1	1	9	1	1	0	16030	28	0	68.8489	 	0	0
UL	0.946708	946	7	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.947208	947	2	1	1	1	1	0	1776	28	0	68.8489	 	0	0
UL	0.947808	947	8	1	1	1	1	0	1776	28	0	68.8489 	0	0
UL	0.949808	949	8	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.950308	950	3	1	1	1	1	0	1776	28	0	68.8489	 	0	0
DL	0.952342	952	3	1	9	1	1	0	16030	28	0	68.8489	 	0	0
UL	0.952908	952	9	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.953408	953	4	1	1	1	1	0	1776	28	0	68.8489	 	0	0
UL	0.954008	954	0	1	1	1	1	0	1776	28	0	68.8489 	0	0
UL	0.956008	956	0	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.956508	956	5	1	1	1	1	0	1776	28	0	68.8489	 	0	0
DL	0.958542	958	5	1	9	1	1	0	16030	28	0	68.8489	 	0	0
UL	0.959108	959	1	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.959608	959	6	1	1	1	1	0	1776	28	0	68.8489	 	0	0
UL	0.960208	960	2	1	1	1	1	0	1776	28	0	68.8489 	0	0
UL	0.962208	962	2	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.962708	962	7	1	1	1	1	0	1776	28	0	68.8489	 	0	0
DL	0.964742	964	7	1	9	1	1	0	16030	28	0	68.8489	 	0	0
UL	0.965308	965	3	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.965808	965	8	1	1	1	1	0	1776	28	0	68.8489	 	0	0
UL	0.966408	966	4	1	1	1	1	0	1776	28	0	68.8489 	0	0
UL	0.968408	968	4	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.968908	968	9	1	1	1	1	0	1776	28	0	68.8489	 	0	0
DL	0.970942	970	9	1	9	1	1	0	16030	28	0	68.8489	 	0	0
UL	0.971508	971	5	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.972008	972	0	1	1	1	1	0	1776	28	0	68.8489	 	0	0
UL	0.972608	972	6	1	1	1	1	0	1776	28	0	68.8489 	0	0
UL	0.974608	974	6	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.975108	975	1	1	1	1	1	0	1776	28	0	68.8489	 	0	0
DL	0.977146	977	1	1	10	1	1	0	17809	28	0	68.8489	 	0	0
UL	0.977708	977	7	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.978208	978	2	1	1	1	1	0	1776	28	0	68.8489	 	0	0
UL	0.978808	978	8	1	1	1	1	0	1776	28	0	68.8489 	0	0
UL	0.980808	980	8	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.981308	981	3	1	1	1	1	0	1776	28	0	68.8489	 	0	0
DL	0.983342	983	3	1	9	1	1	0	16030	28	0	68.8489	 	0	0
UL	0.983908	983	9	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.984408	984	4	1	1	1	1	0	1776	28	0	68.8489	 	0	0
UL	0.985008	985	0	1	1	1	1	0	1776	28	0	68.8489 	0	0
UL	0.987008	987	0	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.987508	987	5	1	1	1	1	0	1776	28	0	68.8489	 	0	0
DL	0.989542	989	5	1	9	1	1	0	16030	28	0	68.8489	 	0	0
UL	0.990108	990	1	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.990608	990	6	1	1	1	1	0	1776	28	0	68.8489	 	0	0
UL	0.991208	991	2	1	1	1	1	0	1776	28	0	68.8489 	0	0
UL	0.993208	993	2	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.993708	993	7	1	1	1	1	0	1776	28	0	68.8489	 	0	0
DL	0.995742	995	7	1	9	1	1	0	16030	28	0	68.8489	 	0	0
UL	0.996308	996	3	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.996808	996	8	1	1	1	1	0	1776	28	0	68.8489	 	0	0
UL	0.997408	997	4	1	1	1	1	0	1776	28	0	68.8489 	0	0
UL	0.999408	999	4	1	1	1	1	0	1776	28	0	68.8489 	0	0
DL	0.999908	999	9	1	1	1	1	0	1776	28	0	68.8489	 	0	0
DL	1.00194	1001	9	1	9	1	1	0	16030	28	0	70.5591	 	0	0
UL	1.00251	1002	5	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.00301	1003	0	1	1	1	1	0	1776	28	0	70.5591	 	0	0
UL	1.00361	1003	6	1	1	1	1	0	1776	28	0	70.5591 	0	0
UL	1.00561	1005	6	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.00611	1006	1	1	1	1	1	0	1776	28	0	70.5591	 	0	0
DL	1.00815	1008	1	1	10	1	1	0	17809	28	0	70.5591	 	0	0
UL	1.00871	1008	7	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.00921	1009	2	1	1	1	1	0	1776	28	0	70.5591	 	0	0
UL	1.00981	1009	8	1	1	1	1	0	1776	28	0	70.5591 	0	0
UL	1.01181	1011	8	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.01231	1012	3	1	1	1	1	0	1776	28	0	70.5591	 	0	0
DL	1.01435	1014	3	1	10	1	1	0	17809	28	0	70.5591	 	0	0
UL	1.01491	1014	9	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.01541	1015	4	1	1	1	1	0	1776	28	0	70.5591	 	0	0
UL	1.01601	1016	0	1	1	1	1	0	1776	28	0	70.5591 	0	0
UL	1.01801	1018	0	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.01851	1018	5	1	1	1	1	0	1776	28	0	70.5591	 	0	0
DL	1.02054	1020	5	1	9	1	1	0	16030	28	0	70.5591	 	0	0
UL	1.02111	1021	1	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.02161	1021	6	1	1	1	1	0	1776	28	0	70.5591	 	0	0
UL	1.02221	1022	2	1	1	1	1	0	1776	28	0	70.5591 	0	0
UL	1.02421	1024	2	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.02471	1024	7	1	1	1	1	0	1776	28	0	70.5591	 	0	0
DL	1.02674	1026	7	1	9	1	1	0	16030	28	0	70.5591	 	0	0
UL	1.02731	1027	3	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.02781	1027	8	1	1	1	1	0	1776	28	0	70.5591	 	0	0
UL	1.02841	1028	4	1	1	1	1	0	1776	28	0	70.5591 	0	0
UL	1.03041	1030	4	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.03091	1030	9	1	1	1	1	0	1776	28	0	70.5591	 	0	0
DL	1.03295	1032	9	1	10	1	1	0	17809	28	0	70.5591	 	0	0
UL	1.03351	1033	5	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.03401	1034	0	1	1	1	1	0	1776	28	0	70.5591	 	0	0
UL	1.03461	1034	6	1	1	1	1	0	1776	28	0	70.5591 	0	0
UL	1.03661	1036	6	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.03711	1037	1	1	1	1	1	0	1776	28	0	70.5591	 	0	0
DL	1.03914	1039	1	1	9	1	1	0	16030	28	0	70.5591	 	0	0
UL	1.03971	1039	7	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.04021	1040	2	1	1	1	1	0	1776	28	0	70.5591	 	0	0
UL	1.04081	1040	8	1	1	1	1	0	1776	28	0	70.5591 	0	0
UL	1.04281	1042	8	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.04331	1043	3	1	1	1	1	0	1776	28	0	70.5591	 	0	0
DL	1.04534	1045	3	1	9	1	1	0	16030	28	0	70.5591	 	0	0
UL	1.04591	1045	9	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.04641	1046	4	1	1	1	1	0	1776	28	0	70.5591	 	0	0
UL	1.04701	1047	0	1	1	1	1	0	1776	28	0	70.5591 	0	0
UL	1.04901	1049	0	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.04951	1049	5	1	1	1	1	0	1776	28	0	70.5591	 	0	0
DL	1.05154	1051	5	1	9	1	1	0	16030	28	0	70.5591	 	0	0
UL	1.05211	1052	1	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.05261	1052	6	1	1	1	1	0	1776	28	0	70.5591	 	0	0
UL	1.05321	1053	2	1	1	1	1	0	1776	28	0	70.5591 	0	0
UL	1.05521	1055	2	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.05571	1055	7	1	1	1	1	0	1776	28	0	70.5591	 	0	0
DL	1.05774	1057	7	1	9	1	1	0	16030	28	0	70.5591	 	0	0
UL	1.05831	1058	3	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.05881	1058	8	1	1	1	1	0	1776	28	0	70.5591	 	0	0
UL	1.05941	1059	4	1	1	1	1	0	1776	28	0	70.5591 	0	0
UL	1.06141	1061	4	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.06191	1061	9	1	1	1	1	0	1776	28	0	70.5591	 	0	0
DL	1.06394	1063	9	1	9	1	1	0	16030	28	0	70.5591	 	0	0
UL	1.06451	1064	5	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.06501	1065	0	1	1	1	1	0	1776	28	0	70.5591	 	0	0
UL	1.06561	1065	6	1	1	1	1	0	1776	28	0	70.5591 	0	0
UL	1.06761	1067	6	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.06811	1068	1	1	1	1	1	0	1776	28	0	70.5591	 	0	0
DL	1.07014	1070	1	1	9	1	1	0	16030	28	0	70.5591	 	0	0
UL	1.07071	1070	7	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.07121	1071	2	1	1	1	1	0	1776	28	0	70.5591	 	0	0
UL	1.07181	1071	8	1	1	1	1	0	1776	28	0	70.5591 	0	0
UL	1.07381	1073	8	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.07431	1074	3	1	1	1	1	0	1776	28	0	70.5591	 	0	0
DL	1.07634	1076	3	1	9	1	1	0	16030	28	0	70.5591	 	0	0
UL	1.07691	1076	9	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.07741	1077	4	1	1	1	1	0	1776	28	0	70.5591	 	0	0
UL	1.07801	1078	0	1	1	1	1	0	1776	28	0	70.5591 	0	0
UL	1.08001	1080	0	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.08051	1080	5	1	1	1	1	0	1776	28	0	70.5591	 	0	0
DL	1.08254	1082	5	1	9	1	1	0	16030	28	0	70.5591	 	0	0
UL	1.08311	1083	1	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.08361	1083	6	1	1	1	1	0	1776	28	0	70.5591	 	0	0
UL	1.08421	1084	2	1	1	1	1	0	1776	28	0	70.5591 	0	0
UL	1.08621	1086	2	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.08671	1086	7	1	1	1	1	0	1776	28	0	70.5591	 	0	0
DL	1.08874	1088	7	1	9	1	1	0	16030	28	0	70.5591	 	0	0
UL	1.08931	1089	3	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.08981	1089	8	1	1	1	1	0	1776	28	0	70.5591	 	0	0
UL	1.09041	1090	4	1	1	1	1	0	1776	28	0	70.5591 	0	0
UL	1.09241	1092	4	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.09291	1092	9	1	1	1	1	0	1776	28	0	70.5591	 	0	0
DL	1.09494	1094	9	1	9	1	1	0	16030	28	0	70.5591	 	0	0
UL	1.09551	1095	5	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.09601	1096	0	1	1	1	1	0	1776	28	0	70.5591	 	0	0
UL	1.09661	1096	6	1	1	1	1	0	1776	28	0	70.5591 	0	0
UL	1.09861	1098	6	1	1	1	1	0	1776	28	0	70.5591 	0	0
DL	1.09911	1099	1	1	1	1	1	0	1776	28	0	70.5591	 	0	0
DL	1.10114	1101	1	1	9	1	1	0	16030	28	0	69.7827	 	0	0
UL	1.10171	1101	7	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.10221	1102	2	1	1	1	1	0	1776	28	0	69.7827	 	0	0
UL	1.10281	1102	8	1	1	1	1	0	1776	28	0	69.7827 	0	0
UL	1.10481	1104	8	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.10531	1105	3	1	1	1	1	0	1776	28	0	69.7827	 	0	0
DL	1.10734	1107	3	1	9	1	1	0	16030	28	0	69.7827	 	0	0
UL	1.10791	1107	9	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.10841	1108	4	1	1	1	1	0	1776	28	0	69.7827	 	0	0
UL	1.10901	1109	0	1	1	1	1	0	1776	28	0	69.7827 	0	0
UL	1.11101	1111	0	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.11151	1111	5	1	1	1	1	0	1776	28	0	69.7827	 	0	0
DL	1.11354	1113	5	1	9	1	1	0	16030	28	0	69.7827	 	0	0
UL	1.11411	1114	1	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.11461	1114	6	1	1	1	1	0	1776	28	0	69.7827	 	0	0
UL	1.11521	1115	2	1	1	1	1	0	1776	28	0	69.7827 	0	0
UL	1.11721	1117	2	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.11771	1117	7	1	1	1	1	0	1776	28	0	69.7827	 	0	0
DL	1.11974	1119	7	1	9	1	1	0	16030	28	0	69.7827	 	0	0
UL	1.12031	1120	3	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.12081	1120	8	1	1	1	1	0	1776	28	0	69.7827	 	0	0
UL	1.12141	1121	4	1	1	1	1	0	1776	28	0	69.7827 	0	0
UL	1.12341	1123	4	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.12391	1123	9	1	1	1	1	0	1776	28	0	69.7827	 	0	0
DL	1.12594	1125	9	1	9	1	1	0	16030	28	0	69.7827	 	0	0
UL	1.12651	1126	5	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.12701	1127	0	1	1	1	1	0	1776	28	0	69.7827	 	0	0
UL	1.12761	1127	6	1	1	1	1	0	1776	28	0	69.7827 	0	0
UL	1.12961	1129	6	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.13011	1130	1	1	1	1	1	0	1776	28	0	69.7827	 	0	0
DL	1.13214	1132	1	1	9	1	1	0	16030	28	0	69.7827	 	0	0
UL	1.13271	1132	7	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.13321	1133	2	1	1	1	1	0	1776	28	0	69.7827	 	0	0
UL	1.13381	1133	8	1	1	1	1	0	1776	28	0	69.7827 	0	0
UL	1.13581	1135	8	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.13631	1136	3	1	1	1	1	0	1776	28	0	69.7827	 	0	0
DL	1.13834	1138	3	1	9	1	1	0	16030	28	0	69.7827	 	0	0
UL	1.13891	1138	9	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.13941	1139	4	1	1	1	1	0	1776	28	0	69.7827	 	0	0
UL	1.14001	1140	0	1	1	1	1	0	1776	28	0	69.7827 	0	0
UL	1.14201	1142	0	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.14251	1142	5	1	1	1	1	0	1776	28	0	69.7827	 	0	0
DL	1.14455	1144	5	1	10	1	1	0	17809	28	0	69.7827	 	0	0
UL	1.14511	1145	1	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.14561	1145	6	1	1	1	1	0	1776	28	0	69.7827	 	0	0
UL	1.14621	1146	2	1	1	1	1	0	1776	28	0	69.7827 	0	0
UL	1.14821	1148	2	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.14871	1148	7	1	1	1	1	0	1776	28	0	69.7827	 	0	0
DL	1.15075	1150	7	1	10	1	1	0	17809	28	0	69.7827	 	0	0
UL	1.15131	1151	3	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.15181	1151	8	1	1	1	1	0	1776	28	0	69.7827	 	0	0
UL	1.15241	1152	4	1	1	1	1	0	1776	28	0	69.7827 	0	0
UL	1.15441	1154	4	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.15491	1154	9	1	1	1	1	0	1776	28	0	69.7827	 	0	0
DL	1.15694	1156	9	1	9	1	1	0	16030	28	0	69.7827	 	0	0
UL	1.15751	1157	5	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.15801	1158	0	1	1	1	1	0	1776	28	0	69.7827	 	0	0
UL	1.15861	1158	6	1	1	1	1	0	1776	28	0	69.7827 	0	0
UL	1.16061	1160	6	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.16111	1161	1	1	1	1	1	0	1776	28	0	69.7827	 	0	0
DL	1.16315	1163	1	1	10	1	1	0	17809	28	0	69.7827	 	0	0
UL	1.16371	1163	7	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.16421	1164	2	1	1	1	1	0	1776	28	0	69.7827	 	0	0
UL	1.16481	1164	8	1	1	1	1	0	1776	28	0	69.7827 	0	0
UL	1.16681	1166	8	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.16731	1167	3	1	1	1	1	0	1776	28	0	69.7827	 	0	0
DL	1.16934	1169	3	1	9	1	1	0	16030	28	0	69.7827	 	0	0
UL	1.16991	1169	9	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.17041	1170	4	1	1	1	1	0	1776	28	0	69.7827	 	0	0
UL	1.17101	1171	0	1	1	1	1	0	1776	28	0	69.7827 	0	0
UL	1.17301	1173	0	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.17351	1173	5	1	1	1	1	0	1776	28	0	69.7827	 	0	0
DL	1.17554	1175	5	1	9	1	1	0	16030	28	0	69.7827	 	0	0
UL	1.17611	1176	1	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.17661	1176	6	1	1	1	1	0	1776	28	0	69.7827	 	0	0
UL	1.17721	1177	2	1	1	1	1	0	1776	28	0	69.7827 	0	0
UL	1.17921	1179	2	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.17971	1179	7	1	1	1	1	0	1776	28	0	69.7827	 	0	0
DL	1.18175	1181	7	1	10	1	1	0	17809	28	0	69.7827	 	0	0
UL	1.18231	1182	3	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.18281	1182	8	1	1	1	1	0	1776	28	0	69.7827	 	0	0
UL	1.18341	1183	4	1	1	1	1	0	1776	28	0	69.7827 	0	0
UL	1.18541	1185	4	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.18591	1185	9	1	1	1	1	0	1776	28	0	69.7827	 	0	0
DL	1.18794	1187	9	1	9	1	1	0	16030	28	0	69.7827	 	0	0
UL	1.18851	1188	5	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.18901	1189	0	1	1	1	1	0	1776	28	0	69.7827	 	0	0
UL	1.18961	1189	6	1	1	1	1	0	1776	28	0	69.7827 	0	0
UL	1.19161	1191	6	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.19211	1192	1	1	1	1	1	0	1776	28	0	69.7827	 	0	0
DL	1.19414	1194	1	1	9	1	1	0	16030	28	0	69.7827	 	0	0
UL	1.19471	1194	7	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.19521	1195	2	1	1	1	1	0	1776	28	0	69.7827	 	0	0
