Tx	0.304609	96
Tx	0.304609	96
Tx	0.304609	164
Tx	0.304609	137
Tx	0.304609	186
Tx	0.304609	119
Tx	0.304609	76
Tx	0.304609	145
Tx	0.304609	197
Tx	0.304609	143
Tx	0.304609	122
Tx	0.304609	115
Tx	0.304609	174
Tx	0.304609	66
Tx	0.304609	77
Tx	0.304609	167
Tx	0.304609	166
Tx	0.304609	205
Tx	0.304609	70
Tx	0.304609	204
Tx	0.304609	188
Tx	0.304609	218
Tx	0.304609	214
Tx	0.304609	185
Tx	0.304609	75
Tx	0.304609	103
Tx	0.304609	202
Tx	0.304609	192
Tx	0.304609	130
Tx	0.304609	155
Tx	0.304609	66
Tx	0.304609	128
Tx	0.304609	104
Tx	0.304609	73
Tx	0.304609	151
Tx	0.304609	152
Tx	0.304609	87
Tx	0.304609	76
Tx	0.304609	182
Tx	0.304609	127
Tx	0.304609	103
Tx	0.304609	208
Tx	0.304609	131
Tx	0.304609	195
Tx	0.304609	131
Tx	0.304609	160
Tx	0.304609	76
Tx	0.304609	91
Tx	0.304609	218
Tx	0.304609	71
Tx	0.304609	78
Tx	0.304609	84
Tx	0.304609	213
Tx	0.304609	66
Tx	0.304609	131
Tx	0.304609	211
Tx	0.304609	149
Tx	0.304609	104
Tx	0.304609	81
Tx	0.304609	141
Tx	0.304609	72
Tx	0.304609	132
Tx	0.304609	63
Tx	0.304609	95
Tx	0.304609	221
Tx	0.304609	179
Tx	0.304609	149
Tx	0.304609	137
Tx	0.304609	96
Tx	0.304609	163
Tx	0.304609	209
Tx	0.304609	151
Tx	0.304609	96
Tx	0.304609	120
Tx	0.304609	207
Tx	0.304609	93
Tx	0.304609	144
Tx	0.304609	83
Tx	0.304609	126
Tx	0.304609	218
Tx	0.304609	210
Tx	0.304609	199
Tx	0.304609	67
Tx	0.304609	75
Tx	0.304609	103
Tx	0.304609	175
Tx	0.304609	82
Tx	0.304609	152
Tx	0.304609	142
Tx	0.304609	126
Tx	0.304609	120
Tx	0.304609	177
Tx	0.304609	194
Tx	0.304609	185
Tx	0.304609	219
Tx	0.304609	215
Tx	0.304609	104
Tx	0.304609	178
Tx	0.304609	104
Tx	0.304609	73
Rx	0.306108	96
Rx	0.306108	96
Rx	0.306108	164
Rx	0.306108	137
Rx	0.509208	186
Rx	0.509208	119
Rx	0.509208	76
Rx	0.509208	145
Rx	0.509208	197
Rx	0.509208	143
Rx	0.509208	122
Rx	0.509208	115
Rx	0.512312	174
Rx	0.512312	66
Rx	0.512312	77
Rx	0.512312	167
Rx	0.512312	166
Rx	0.512312	205
Rx	0.512312	70
Rx	0.512312	204
Rx	0.512312	188
Rx	0.512312	218
Rx	0.515412	214
Rx	0.515412	185
Rx	0.515412	75
Rx	0.515412	103
Rx	0.515412	202
Rx	0.515412	192
Rx	0.515412	130
Rx	0.515412	155
Rx	0.515412	66
Rx	0.515412	128
Rx	0.515412	104
Rx	0.515412	73
Rx	0.518512	151
Rx	0.518512	152
Rx	0.518512	87
Rx	0.518512	76
Rx	0.518512	182
Rx	0.518512	127
Rx	0.518512	103
Rx	0.518512	208
Rx	0.518512	131
Rx	0.518512	195
Rx	0.518512	131
Rx	0.518512	160
Rx	0.518512	76
Rx	0.518512	91
Rx	0.518512	218
Rx	0.518512	71
Rx	0.518512	78
Rx	0.518512	84
Rx	0.518512	213
Rx	0.518512	66
Rx	0.518512	131
Rx	0.518512	211
Rx	0.518512	149
Rx	0.518512	104
Rx	0.518512	81
Rx	0.521617	141
Rx	0.521617	72
Rx	0.521617	132
Rx	0.521617	63
Rx	0.521617	95
Rx	0.521617	221
Rx	0.521617	179
Rx	0.521617	149
Rx	0.521617	137
Rx	0.521617	96
Rx	0.521617	163
Rx	0.521617	209
Rx	0.521617	151
Rx	0.521617	96
Rx	0.521617	120
Rx	0.521617	207
Rx	0.521617	93
Rx	0.521617	144
Rx	0.521617	83
Rx	0.521617	126
Rx	0.521617	218
Rx	0.521617	210
Rx	0.521617	199
Rx	0.521617	67
Rx	0.521617	75
Rx	0.521617	103
Rx	0.521617	175
Rx	0.521617	82
Rx	0.521617	152
Rx	0.521617	142
Rx	0.521617	126
Rx	0.522708	120
Rx	0.522708	177
Rx	0.522708	194
Rx	0.524708	185
Rx	0.524708	219
Rx	0.524708	215
Rx	0.524708	104
Rx	0.524708	178
Rx	0.524708	104
Rx	0.524708	73
Tx	0.526309	133
Tx	0.526309	117
Tx	0.526309	157
Tx	0.526309	175
Tx	0.526309	133
Tx	0.526309	119
Tx	0.526309	170
Tx	0.526309	220
Tx	0.526309	124
Tx	0.526309	181
Tx	0.526309	192
Tx	0.526309	138
Tx	0.526309	150
Tx	0.526309	174
Tx	0.526309	191
Tx	0.526309	122
Tx	0.526309	114
Tx	0.526309	123
Tx	0.526309	62
Tx	0.526309	137
Tx	0.526309	104
Tx	0.526309	143
Tx	0.526309	151
Tx	0.526309	121
Tx	0.526309	72
Tx	0.526309	147
Tx	0.526309	187
Tx	0.526309	185
Tx	0.526309	136
Tx	0.526309	126
Tx	0.526309	133
Tx	0.526309	210
Tx	0.526309	86
Tx	0.526309	82
Tx	0.526309	66
Tx	0.526309	101
Tx	0.526309	177
Tx	0.526309	63
Tx	0.526309	194
Tx	0.526309	108
Tx	0.526309	149
Tx	0.526309	99
Tx	0.526309	61
Tx	0.526309	62
Tx	0.526309	194
Tx	0.526309	60
Tx	0.526309	98
Tx	0.526309	91
Tx	0.526309	114
Tx	0.526309	67
Tx	0.526309	65
Tx	0.526309	87
Tx	0.526309	74
Tx	0.526309	158
Tx	0.526309	71
Tx	0.526309	176
Tx	0.526309	220
Tx	0.526309	99
Tx	0.526309	143
Tx	0.526309	80
Tx	0.526309	67
Tx	0.526309	90
Tx	0.526309	123
Tx	0.526309	176
Tx	0.526309	150
Tx	0.526309	190
Tx	0.526309	158
Tx	0.526309	222
Tx	0.526309	165
Tx	0.526309	121
Tx	0.526309	147
Tx	0.526309	77
Tx	0.526309	207
Tx	0.526309	68
Tx	0.526309	80
Tx	0.526309	62
Tx	0.526309	178
Tx	0.526309	64
Tx	0.526309	182
Tx	0.526309	161
Tx	0.526309	64
Tx	0.526309	179
Tx	0.526309	146
Tx	0.526309	179
Tx	0.526309	185
Tx	0.526309	100
Tx	0.526309	171
Tx	0.526309	105
Tx	0.526309	63
Tx	0.526309	97
Tx	0.526309	99
Tx	0.526309	179
Tx	0.526309	159
Tx	0.526309	209
Tx	0.526309	205
Tx	0.526309	187
Tx	0.526309	175
Tx	0.526309	176
Tx	0.526309	127
Tx	0.526309	99
Rx	0.527825	133
Rx	0.527825	117
Rx	0.527825	157
Rx	0.527825	175
Rx	0.527825	133
Rx	0.527825	119
Rx	0.527825	170
Rx	0.527825	220
Rx	0.527825	124
Rx	0.527825	181
Rx	0.527825	192
Rx	0.527825	138
Rx	0.527825	150
Rx	0.527825	174
Rx	0.527825	191
Rx	0.527825	122
Rx	0.527825	114
Rx	0.527825	123
Rx	0.527825	62
Rx	0.527825	137
Rx	0.527825	104
Rx	0.527825	143
Rx	0.527825	151
Rx	0.527825	121
Rx	0.527825	72
Rx	0.527825	147
Rx	0.527825	187
Rx	0.527825	185
Rx	0.527825	136
Rx	0.527825	126
Rx	0.527825	133
Rx	0.527825	210
Rx	0.527825	86
Rx	0.527825	82
Rx	0.527825	66
Rx	0.527825	101
Rx	0.527825	177
Rx	0.527825	63
Rx	0.527825	194
Rx	0.527825	108
Rx	0.527825	149
Rx	0.527825	99
Rx	0.527825	61
Rx	0.527825	62
Rx	0.527825	194
Rx	0.527825	60
Rx	0.527825	98
Rx	0.527825	91
Rx	0.527825	114
Rx	0.527825	67
Rx	0.527825	65
Rx	0.527825	87
Rx	0.527825	74
Rx	0.527825	158
Rx	0.528908	71
Rx	0.528908	176
Rx	0.528908	220
Rx	0.528908	99
Rx	0.530921	143
Rx	0.530921	80
Rx	0.530921	67
Rx	0.530921	90
Rx	0.530921	123
Rx	0.530921	176
Rx	0.530921	150
Rx	0.530921	190
Rx	0.530921	158
Rx	0.530921	222
Rx	0.530921	165
Rx	0.530921	121
Rx	0.530921	147
Rx	0.530921	77
Rx	0.530921	207
Rx	0.530921	68
Rx	0.530921	80
Rx	0.530921	62
Rx	0.530921	178
Rx	0.530921	64
Rx	0.530921	182
Rx	0.530921	161
Rx	0.530921	64
Rx	0.530921	179
Rx	0.530921	146
Rx	0.530921	179
Rx	0.530921	185
Rx	0.530921	100
Rx	0.530921	171
Rx	0.530921	105
Rx	0.530921	63
Rx	0.530921	97
Rx	0.530921	99
Rx	0.530921	179
Rx	0.530921	159
Rx	0.530921	209
Rx	0.530921	205
Rx	0.530921	187
Rx	0.532008	175
Rx	0.532008	176
Rx	0.532008	127
Rx	0.532008	99
Tx	0.535609	132
Tx	0.535609	143
Tx	0.535609	114
Tx	0.535609	212
Tx	0.535609	97
Tx	0.535609	87
Tx	0.535609	212
Tx	0.535609	92
Tx	0.535609	63
Tx	0.535609	186
Tx	0.535609	69
Tx	0.535609	212
Tx	0.535609	215
Tx	0.535609	132
Tx	0.535609	211
Tx	0.535609	157
Tx	0.535609	191
Tx	0.535609	139
Tx	0.535609	190
Tx	0.535609	206
Tx	0.535609	113
Tx	0.535609	151
Tx	0.535609	67
Tx	0.535609	95
Tx	0.535609	195
Tx	0.535609	133
Tx	0.535609	89
Tx	0.535609	93
Tx	0.535609	63
Tx	0.535609	116
Tx	0.535609	167
Tx	0.535609	198
Tx	0.535609	111
Tx	0.535609	211
Tx	0.535609	199
Tx	0.535609	61
Tx	0.535609	107
Tx	0.535609	74
Tx	0.535609	67
Tx	0.535609	184
Tx	0.535609	94
Tx	0.535609	216
Tx	0.535609	180
Tx	0.535609	62
Tx	0.535609	212
Tx	0.535609	178
Tx	0.535609	112
Tx	0.535609	109
Tx	0.535609	70
Tx	0.535609	173
Tx	0.535609	206
Tx	0.535609	201
Tx	0.535609	60
Tx	0.535609	103
Tx	0.535609	66
Tx	0.535609	152
Tx	0.535609	168
Tx	0.535609	210
Tx	0.535609	101
Tx	0.535609	152
Tx	0.535609	118
Tx	0.535609	84
Tx	0.535609	69
Tx	0.535609	79
Tx	0.535609	138
Tx	0.535609	211
Tx	0.535609	160
Tx	0.535609	102
Tx	0.535609	119
Tx	0.535609	116
Tx	0.535609	181
Tx	0.535609	69
Tx	0.535609	150
Tx	0.535609	116
Tx	0.535609	103
Tx	0.535609	176
Tx	0.535609	216
Tx	0.535609	66
Tx	0.535609	192
Tx	0.535609	178
Tx	0.535609	130
Tx	0.535609	167
Tx	0.535609	160
Tx	0.535609	124
Tx	0.535609	206
Tx	0.535609	134
Tx	0.535609	158
Tx	0.535609	209
Tx	0.535609	136
Tx	0.535609	169
Tx	0.535609	179
Tx	0.535609	122
Tx	0.535609	90
Tx	0.535609	211
Tx	0.535609	160
Tx	0.535609	149
Tx	0.535609	77
Tx	0.535609	208
Tx	0.535609	121
Tx	0.535609	170
Rx	0.537142	132
Rx	0.537142	143
Rx	0.537142	114
Rx	0.537142	212
Rx	0.537142	97
Rx	0.537142	87
Rx	0.537142	212
Rx	0.537142	92
Rx	0.537142	63
Rx	0.537142	186
Rx	0.537142	69
Rx	0.537142	212
Rx	0.537142	215
Rx	0.537142	132
Rx	0.537142	211
Rx	0.537142	157
Rx	0.537142	191
Rx	0.537142	139
Rx	0.537142	190
Rx	0.537142	206
Rx	0.537142	113
Rx	0.537142	151
Rx	0.537142	67
Rx	0.537142	95
Rx	0.537142	195
Rx	0.537142	133
Rx	0.537142	89
Rx	0.537142	93
Rx	0.537142	63
Rx	0.537142	116
